conversation_id_hash,message_timestamp,repository,artifact_kind,artifact_number,artifact_id,join_method,confidence,authorization_present,notes,caveat_ref
,,KSE2026,issue_comment,76,5078193054,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,issue_comment,76,5078231052,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,issue_comment,76,5078256989,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,issue_comment,77,5078264862,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,issue_comment,77,5078269967,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,issue_comment,78,5078510874,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,80,4781275319,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,80,4781277927,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,80,4781349580,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,80,4781353144,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,78,4779229321,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,78,4779238299,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,77,4779114365,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,77,4779125714,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,76,4779050740,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,76,4779092831,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,76,4779117109,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,75,4779048742,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,75,4779127457,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,74,4779049158,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,74,4779117747,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,72,4778715298,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,72,4778724107,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,72,4778724148,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
72cc84ae53fb88b8,,KSE2026,pr_review,69,4778122478,reconstructed,low,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,69,4778745165,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,69,4778945866,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
72cc84ae53fb88b8,,KSE2026,pr_review,68,4778121194,reconstructed,low,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,68,4778744776,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,68,4778900310,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,68,4778945510,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
72cc84ae53fb88b8,,KSE2026,pr_review,63,4775911174,reconstructed,low,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
72cc84ae53fb88b8,,KSE2026,pr_review,63,4775916180,reconstructed,low,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4769847170,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4769851674,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4770025406,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4770025471,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4770025534,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4770047808,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4770081219,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4774186340,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4774186440,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4774186514,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4774251797,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4774260193,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4774324471,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
,,KSE2026,pr_review,59,4774324641,unmatched,,n/a,,"Q1 negative (no tool-role messages / connector payload in the export; see extractor inventory.json): every tier below exact-id/exact-body is circumstantial text-based evidence, not a direct attestation of a Connector write. pr_review rows are not filterable by connector routing (Reviews API omits performed_via_github_app) and are excluded from the connector-routed universe count. See analysis/connector-linkage-methodology.md."
